index,source_file,output_file,injection_type,framework,base_payload,variant_used,insertion_strategy,obfuscation_strategy,seed,timestamp
267,C4C7ZVBASMN3KJOSFYD7Z6OSJZ2VL6SO.pdf,cross_site_scripting_OWASP_0267.pdf,cross_site_scripting,OWASP,AMTSO,aMTSO-potentially-unwanted-test-file-not-dangerous,before_final_eof,n/a,42,2026-07-23T07:51:10.091137
268,C4NPAEIY6FLWJW4OYOXHQQPAARYGSVFG.pdf,steganographic_payload_mindcrypt_0268.pdf,steganographic_payload,mindcrypt,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE-NOT-DANGEROUS_RESEARCH,before_final_eof,n/a,42,2026-07-23T07:51:10.368000
269,C5BRNMXYO6ZXRPUZUNHID4EBW4TAKQYI.pdf,llm_prompt_injection_custom_0269.pdf,llm_prompt_injection,custom,WICAR,WICAR_BROWSER_TEST_PAYLOAD_CALC_EXE_SAFE,after_first_endobj,n/a,42,2026-07-23T07:52:33.462035
270,C6SH74HD7KHGRLPMM6FE42GBFEZBBOYM.pdf,xfa_acroform_injection_AMTSO_0270.pdf,xfa_acroform_injection,AMTSO,WICAR,Safe-WICAR-BROWSER-TEST-PAYLOAD-CALC-EXE,before_trailer,n/a,42,2026-07-23T07:52:33.497474
271,CAFPBUU24YDNMKG5ULIDXRBNI6NUPVF2.pdf,ransomware_simulation_RanSim_0271.pdf,ransomware_simulation,RanSim,WICAR,WICAR-BROWSER-TEST-PAYLOAD-CALC-EXECUTION-SAFE,before_final_eof,js_charcode_array,42,2026-07-23T07:52:33.612353
272,CBGYHKW5VJ4AWKLUIZDTMIIOPZVWDRV6.pdf,object_action_injection_AtomicRedTeam_0272.pdf,object_action_injection,AtomicRedTeam,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_final_eof,n/a,42,2026-07-23T07:54:02.816757
273,CEANMN5G6I4ISNFSTYEX44YCLQ52GWCV.pdf,polyglot_file_mindcrypt_0273.pdf,polyglot_file,mindcrypt,AMTSO,amtsO-potentially-unwanted-test-file-not-dangerous,after_first_endobj,n/a,42,2026-07-23T07:54:02.819916
274,CFE2FFPB3TDJ3H3QARTMXDZMY5KWEXF5.pdf,javascript_injection_AMTSO_0274.pdf,javascript_injection,AMTSO,AMTSO,SafeTestFile_AMTSO-POTENTIALLY-UNWANTED-TEST-FILE-NOT-DANGEROUS,before_final_eof,js_charcode_array,42,2026-07-23T07:54:02.871445
275,CI7INUGNXV4CY2ETA4PM5IOKZNUM5A2T.pdf,dde_template_injection_AtomicRedTeam_0275.pdf,dde_template_injection,AtomicRedTeam,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-23T07:55:17.007612
276,CIPZA5WZQ5JAE4AXBJTWO4PFGT7ORKB7.pdf,uri_redirect_phishing_WICAR_0276.pdf,uri_redirect_phishing,WICAR,RANSIM,ransim-knowbe4-encryption-simulation-test-not-real,after_first_endobj,n/a,42,2026-07-23T07:55:17.013176
277,CIVXOLLIUSCCM6HCT63TQ4R4563YJHRL.pdf,ssrf_AtomicRedTeam_0277.pdf,ssrf,AtomicRedTeam,RANSIM,SafeTest_RANSIM_KnowBe4_Encryption_Simulation_Not_Real,after_first_endobj,n/a,42,2026-07-23T07:55:17.039746
278,CJ32H5HOWQQX3XKCOKS7HVZ4Z4RO33YK.pdf,dde_template_injection_AtomicRedTeam_0278.pdf,dde_template_injection,AtomicRedTeam,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,after_first_endobj,n/a,42,2026-07-23T07:56:41.406884
279,CKD4X5XXEK26KQJPNUYC5BAHHHH2RNME.pdf,llm_prompt_injection_custom_0279.pdf,llm_prompt_injection,custom,RANSIM,RANSIM_knowbe4_encryption_simulation_test_not_real_,after_first_endobj,n/a,42,2026-07-23T07:56:42.430995
280,CLVKCFF5I35W7VS2OQN55H3E5XJ4XFVE.pdf,uri_redirect_phishing_AMTSO_0280.pdf,uri_redirect_phishing,AMTSO,RANSIM,SafeTest_RANSIM-KNOWBE4-ENCRYPTION-SIMULATION-TEST-NOT-REAL,before_final_eof,n/a,42,2026-07-23T07:56:42.468434
281,CM73W2TP2FDG5FFHRB6CQS526UNDQF7P.pdf,uri_redirect_phishing_WICAR_0281.pdf,uri_redirect_phishing,WICAR,EICAR,EiCaR_Standard_Antivirus_Test_File!$H+H*X5O!P%@AP[4\PZX54(P^)7CC)7}$EICAR,before_final_eof,n/a,42,2026-07-23T08:00:12.590813
282,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf,ransomware_simulation_RanSim_0282.pdf,ransomware_simulation,RanSim,EICAR,eICAR-,after_first_endobj,js_hex_escapes,42,2026-07-23T08:00:12.596063
283,CMLZOTTP4BCWEEGZ2OATUKNBQGGIZ4OA.pdf,steganographic_payload_mindcrypt_0283.pdf,steganographic_payload,mindcrypt,EICAR,TEST-EICAR-AV-SCANNER!$H+H*X5O!P%@AP[4\PZX54(P^)7CC)7}$EICAR_STANDARD Here are three distinct variations of the EICAR test file string:,before_trailer,n/a,42,2026-07-23T08:00:12.728205
284,CNPMG5NQZIMW4X6N2DH77Z5NHJXTWOGD.pdf,cross_site_scripting_OWASP_0284.pdf,cross_site_scripting,OWASP,EICAR,Eicar-Standard-Test-File!$H+H* X5O!P%@AP[4\PZX54(P^)7CC)7}$EICAR,after_first_endobj,n/a,42,2026-07-23T08:03:43.764168
285,CPQ3LPSTBRDPAQHGNDKS2SHAB3JLT2MG.pdf,javascript_injection_WICAR_0285.pdf,javascript_injection,WICAR,EICAR,EiCaR-StAndArD-AntiViRuS-TeSt-FiLe!$H+H* X5O!P%@AP[4\PZX54(P^)7CC)7}$EICAR,before_final_eof,split_concat,42,2026-07-23T08:03:43.872190
286,CRUX6GOFZIONS7TFHX7MGJWDZ5F636K6.pdf,xfa_acroform_injection_WICAR_0286.pdf,xfa_acroform_injection,WICAR,EICAR,$EICAR-Standard-Anti-Virus-Test-File!H+H* X5O!P%@AP[4\PZX54(P^)7CC)7}$EICAR,before_final_eof,n/a,42,2026-07-23T08:03:43.909902
287,CS4O7BCLPRK6J5MKIK7BPBFC2UURCM7X.pdf,dde_template_injection_AMTSO_0287.pdf,dde_template_injection,AMTSO,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-23T08:05:05.107255
288,CS7K5VMMTMSYHTHKLFYD7QC7EFIEPHKX.pdf,ransomware_simulation_RanSim_0288.pdf,ransomware_simulation,RanSim,RANSIM,SafeTest_RANSIM-KnowBe4_EnCrypTion_SimulAtion_nOt_ReAl,after_first_endobj,js_hex_escapes,42,2026-07-23T08:05:05.109450
289,CT6O4FXETQ2ABBLKKRWK5E344XQA73C3.pdf,uri_redirect_phishing_AMTSO_0289.pdf,uri_redirect_phishing,AMTSO,RANSIM,ResearchPrefix_RANSIM-KnowBe4-Encryption-Simulation-Test-NOT-REAL_Suffix \n,before_trailer,n/a,42,2026-07-23T08:05:05.109843
290,CTCGFUXUY5OISRT3B3UIQKMWPXEVKAUU.pdf,object_action_injection_AtomicRedTeam_0290.pdf,object_action_injection,AtomicRedTeam,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_final_eof,n/a,42,2026-07-23T08:06:36.168025
291,CTMYRF75O3COU6UV5KWIFEF6TLJF4REJ.pdf,steganographic_payload_Glasswall_0291.pdf,steganographic_payload,Glasswall,AMTSO,AMTSO_Potentially_Unwanted_Test_File_Not_Dangerous,after_first_endobj,n/a,42,2026-07-23T08:06:36.256953
292,CUF7M7BNFDH3UZPGBG55JYJHN4LVA3CP.pdf,object_action_injection_AtomicRedTeam_0292.pdf,object_action_injection,AtomicRedTeam,AMTSO,SafeTestFile_AMTSO_POTENTIALLY_UNWANTED_NOT_DANGEROUS,after_first_endobj,n/a,42,2026-07-23T08:06:36.550439
293,CUHGX5XRCG2IOBFKZJO73RCWRBGZTE3J.pdf,ssrf_AtomicRedTeam_0293.pdf,ssrf,AtomicRedTeam,AMTSO,SANS-INDUSTRIAL-SAFETY-TEST-MARKER-AMTSO-POTENTIALLY-UNWANTED-TEST-FILE-NOT-DANGEROUS,after_first_endobj,n/a,42,2026-07-23T08:08:22.868897
294,CUZ2NR6XAEBYXKYB5AQ2C5IEHOWRBC6E.pdf,javascript_injection_AMTSO_0294.pdf,javascript_injection,AMTSO,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_trailer,js_charcode_array,42,2026-07-23T08:08:22.932050
295,CVDOWLIOUVHDH3SRWHZALMVDPATFQGVR.pdf,object_action_injection_AtomicRedTeam_0295.pdf,object_action_injection,AtomicRedTeam,AMTSO,AMTSO.POTENTIALLY.UNWANTED.TEST.FILE.NOT.DANGEROUS,before_trailer,n/a,42,2026-07-23T08:08:22.936190
296,CYINDTQC52PLSE235SEE2FHV4OVS5UHQ.pdf,cross_site_scripting_OWASP_0296.pdf,cross_site_scripting,OWASP,EICAR,X5O!p%@AP[4\PZX54(P^)7CC)7}$Eicar-standard-antivirus-test-file!$h+h*,after_first_endobj,n/a,42,2026-07-23T08:10:49.467248
297,CYPB3G76MAY6ESGBZ5FW7V4AHG5YVS7F.pdf,ssrf_AtomicRedTeam_0297.pdf,ssrf,AtomicRedTeam,EICAR,x5o!P%@ap[4\pzx54(p^)7cc)7}$eicar_standard_antivirus_test_file!$h+h*,before_trailer,n/a,42,2026-07-23T08:10:49.472901
298,CYXM4LWKACZDGNELK57MUBGVEYKQFW24.pdf,polyglot_file_Glasswall_0298.pdf,polyglot_file,Glasswall,EICAR,X5O!P%@AP[4\PZx54(P^)7Cc)7}$Eicar_standard_antivirus_test_file!$H++h*,before_final_eof,n/a,42,2026-07-23T08:10:49.475195
299,CZOP2ITFIK5GAH4SD3GJI755X7QFUHM3.pdf,ransomware_simulation_AtomicRedTeam_0299.pdf,ransomware_simulation,AtomicRedTeam,WICAR,WICar-Browser-Test-Payload-Calc-Exe-Safe,after_first_endobj,js_plain,42,2026-07-23T08:11:48.443772
300,CZXLJIPYAEZEX6CTNJ7JZTSBXA44TTVT.pdf,cross_site_scripting_WICAR_0300.pdf,cross_site_scripting,WICAR,EICAR,EiCaR-StAndArD-AntiViRuS-tEsT-fIlE!$h+H* X5OP%@AP[4\PZX54(P^)7CC)7}$ BASE,before_final_eof,n/a,42,2026-07-23T07:15:34.994172
301,D2FRDPDTXJKVTJKEBESWUWBYZDJRBNAI.pdf,object_action_injection_AtomicRedTeam_0301.pdf,object_action_injection,AtomicRedTeam,EICAR,$H+H*!$EiCaR-STANDARD-ANTIVIRUS-TEST-FILE X5o!p%@ap[4\pzx54(p^)7cc)7} base,before_trailer,n/a,42,2026-07-23T07:15:35.054682
302,D2QRZ66KOQHV23ZCW3XLS27YON4ATGCT.pdf,polyglot_file_mindcrypt_0302.pdf,polyglot_file,mindcrypt,EICAR,BASE X5O!P%@AP[4\PZX54(P^)7CC)7}$EiCaR-Standard-AntiVirus-Test-File!$h+h*,after_first_endobj,n/a,42,2026-07-23T07:15:35.111595
303,D3BLEFGEYIMPXCDAJJUYBTSMJEAURKTV.pdf,llm_prompt_injection_AtomicRedTeam_0303.pdf,llm_prompt_injection,AtomicRedTeam,WICAR,Wicar-Browser-Test-Payload-Calc-Exe-Safe,before_final_eof,n/a,42,2026-07-23T07:17:36.712689
304,D3UTL7WXYMB5VHKSTM53DZCP5NDOK2J5.pdf,steganographic_payload_mindcrypt_0304.pdf,steganographic_payload,mindcrypt,WICAR,Safe-Test-Payload-Calc-Exe-Wicar-Browser,before_trailer,n/a,42,2026-07-23T07:17:36.718324
305,D45G6SVN7QZSMYJOJGWLKE3MJ6DHTYY5.pdf,shellcode_embedded_exe_AtomicRedTeam_0305.pdf,shellcode_embedded_exe,AtomicRedTeam,WICAR,WICAR_Browser_Test_Payload_Calc_Exe_Safe,before_final_eof,n/a,42,2026-07-23T07:17:37.026593
306,D4BBBAV5MEXMP4EU2KX7JTF4DFORZHZO.pdf,shellcode_embedded_exe_Metasploit_0306.pdf,shellcode_embedded_exe,Metasploit,WICAR,WICARBrowserTestPayloadCalcEXESafe,after_first_endobj,n/a,42,2026-07-23T07:19:06.711849
307,D4CM47RUIGRB3ELSBVH4KECQCVU7DJZF.pdf,polyglot_file_mindcrypt_0307.pdf,polyglot_file,mindcrypt,WICAR,wicar-browsertestpayloadcalcexesafe,before_trailer,n/a,42,2026-07-23T07:19:06.773278
308,D4FEEQXJJDKXQ2NSXGTBKS64QRHHP65I.pdf,shellcode_embedded_exe_Metasploit_0308.pdf,shellcode_embedded_exe,Metasploit,WICAR,SafeTestWICARBrowsertestpayloadcalcexe,before_trailer,n/a,42,2026-07-23T07:19:06.776206
309,D5XGVE6OSPKS2ELNCRDRBFZ4XQNNAYA7.pdf,ransomware_simulation_AtomicRedTeam_0309.pdf,ransomware_simulation,AtomicRedTeam,WICAR,WICar-Browser-Test-Payload-Calc-Exe-Safe,after_first_endobj,js_hex_escapes,42,2026-07-23T07:20:11.182370
310,D6HDJJ7UEFJGI3ZLUWIWMZHJJDO7MRGC.pdf,llm_prompt_injection_AtomicRedTeam_0310.pdf,llm_prompt_injection,AtomicRedTeam,WICAR,Safe-Test-Payload-Calc-Exe-WICAr-Browser,before_final_eof,n/a,42,2026-07-23T07:20:11.214680
311,DAMU2TVQKZEDZ6ZJN7NZBERHFU6I6ZZG.pdf,cross_site_scripting_WICAR_0311.pdf,cross_site_scripting,WICAR,WICAR,WICAr_Browser_Test_Payload_Calc_Exe_Safe,before_trailer,n/a,42,2026-07-23T07:20:11.242488
312,DC6ISE73FTS3CSZYA7GWOAXRDY7WRE75.pdf,object_action_injection_AMTSO_0312.pdf,object_action_injection,AMTSO,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_trailer,n/a,42,2026-07-23T07:21:23.887925
313,DCV3ZE4QBSCTBQFIYAKWJLX32ENKJKI5.pdf,ssrf_AtomicRedTeam_0313.pdf,ssrf,AtomicRedTeam,AMTSO,AMTSO_Potentially_Unwanted_Test_File_Not_Dangerous,before_final_eof,n/a,42,2026-07-23T07:21:23.956993
314,DDGJRL6PYXQO6TAZCPOLGYTVVSIUFRWG.pdf,xfa_acroform_injection_AMTSO_0314.pdf,xfa_acroform_injection,AMTSO,AMTSO,Research_AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,after_first_endobj,n/a,42,2026-07-23T07:21:23.988870
315,DEAHZFTA4CQDFDYMRX2NPJCKEHYPIK2Z.pdf,ssrf_Metasploit_0315.pdf,ssrf,Metasploit,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,after_first_endobj,n/a,42,2026-07-23T07:23:04.270974
316,DFRZEHIYFOLYSRB7IE2V7DWZTAFX6BHH.pdf,object_action_injection_AMTSO_0316.pdf,object_action_injection,AMTSO,AMTSO,amtsO-Potentially-Unwanted-Test-File-Not-Dangerous,before_final_eof,n/a,42,2026-07-23T07:23:04.339530
317,DG45DWPFVSPLLJLFUHTJUGTYNSX7WEMF.pdf,cross_site_scripting_OWASP_0317.pdf,cross_site_scripting,OWASP,AMTSO,SafeTestAMTSO-POTENTIALLY-UNWANTED-TEST-FILE-NOT-DANGEROUS,before_trailer,n/a,42,2026-07-23T07:23:04.551325
318,DGZ2C5RQO4EDW2XQHLWDCCJZUB6IQLCE.pdf,object_action_injection_AtomicRedTeam_0318.pdf,object_action_injection,AtomicRedTeam,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_final_eof,n/a,42,2026-07-23T07:24:45.494362
319,DJB3ZGUGJANSX3J2RPJJU6L4OPGKC2NK.pdf,ransomware_simulation_RanSim_0319.pdf,ransomware_simulation,RanSim,AMTSO,aMTSO-POTENTIALLY-UNWANTED-TEST-FILE-NOT-DANGEROUS,before_trailer,js_plain,42,2026-07-23T07:24:45.503092
320,DLCK2ZINQX5GZHWTO7CREF3XKDUSMXRQ.pdf,steganographic_payload_Glasswall_0320.pdf,steganographic_payload,Glasswall,AMTSO,AMTSO-POTENTIALLY_UNWANTED-TEST_FILE-NOT-DANGEROUS_research,before_trailer,n/a,42,2026-07-23T07:24:45.505302
321,DLCKN67W6R4KMBYO4VLF2H7MTP665HIJ.pdf,ssrf_AtomicRedTeam_0321.pdf,ssrf,AtomicRedTeam,AMTSO,AMTSO-Potentially-Unwanted-Test-File-Not-Dangerous,after_first_endobj,n/a,42,2026-07-23T07:26:22.069806
322,DOKB26RKCSAF5APEDPO4JYXMHMUCLPRI.pdf,javascript_injection_AMTSO_0322.pdf,javascript_injection,AMTSO,AMTSO,SafeTest-AMTSO-POTENTIALLY-UNWANTED-FILE-NOT-DANGEROUS,before_final_eof,js_charcode_array,42,2026-07-23T07:26:22.206722
323,DOPBKNWBER76WVPP654XCUJGCQEGSOZY.pdf,xfa_acroform_injection_WICAR_0323.pdf,xfa_acroform_injection,WICAR,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_final_eof,n/a,42,2026-07-23T07:26:22.696109
324,DQSGXNBZHHZWC6653JA34RT56TTUZ6W5.pdf,cross_site_scripting_OWASP_0324.pdf,cross_site_scripting,OWASP,EICAR,EiCaR-STD-AV-TST-FL!$H+H* X5O!p%@ap[4\pzx54(p^)7cc)7}$eicar-standard-antivirus-test-file,before_trailer,n/a,42,2026-07-23T07:29:51.891990
325,DR2YP7NU7CR3XVU26T53RUKCUZ35HV5B.pdf,javascript_injection_WICAR_0325.pdf,javascript_injection,WICAR,EICAR,$H+H* EiCaR-StAndArD-AntiViRus-tEsT-fIlE x5o!p%@ap[4\Pzx54(P^)7Cc)7}Eicar-Standard-Avirus-Test-File!,after_first_endobj,js_plain,42,2026-07-23T07:29:51.895358
326,DR44GMFR57CROQCOUET6BVBGBYZW5HJ5.pdf,dde_template_injection_AtomicRedTeam_0326.pdf,dde_template_injection,AtomicRedTeam,EICAR,7CC)7}$EiCaR-Standard-AntiViruStestFile!$H+H* x5O!p%@AP[4\PZx54(P^)7cC)X5o-standard-antivirus-test-file,before_final_eof,n/a,42,2026-07-23T07:29:51.938069
327,DROYHKJATHTGQRNXG6PEDVKVXILMNNET.pdf,shellcode_embedded_exe_AtomicRedTeam_0327.pdf,shellcode_embedded_exe,AtomicRedTeam,WICAR,WICar-Browser-Test-Payload-Calc-Exe-Safe,before_final_eof,n/a,42,2026-07-23T07:30:50.589071
328,DT4L2H3NRGV745OGQRVM3FVHNKECMEYP.pdf,cross_site_scripting_OWASP_0328.pdf,cross_site_scripting,OWASP,WICAR,Safe-WicAr_Browser_Test_Payload_Calc_Exe,after_first_endobj,n/a,42,2026-07-23T07:30:50.597539
329,DT6DEEFX7TAPKGTNNF5C4FOJQQ3QLCQV.pdf,llm_prompt_injection_custom_0329.pdf,llm_prompt_injection,custom,WICAR,WICAR_browser_test_payload_calc_exe-safe,before_final_eof,n/a,42,2026-07-23T07:30:50.600429
330,DTMCZXA4EUHAELLHVHGOH573C4OZ7KM4.pdf,cross_site_scripting_OWASP_0330.pdf,cross_site_scripting,OWASP,EICAR,Eicar-Standard-Test-File!$H+H*X5O!p%@ap[4\pzx54(p^)7cc)7}$eicar,before_trailer,n/a,42,2026-07-23T07:33:24.212495
331,DTUUL6SJCKWTMKUHW4EBFNTNIZCMIM2H.pdf,javascript_injection_AMTSO_0331.pdf,javascript_injection,AMTSO,EICAR,$H+H*Eicar_Standard_Antivirus_Test_X5O!p%@AP[4\PZx54(p^)7Cc)7}$,after_first_endobj,js_unescape,42,2026-07-23T07:33:24.306768
332,DTYPSU6H33ZSSVI63PEM45AYRXUODI5I.pdf,shellcode_embedded_exe_Metasploit_0332.pdf,shellcode_embedded_exe,Metasploit,EICAR,X5O!p%@Ap[4\PzX54(P^)7Cc)7}$Eicar_Standard_Antivirus_Test!$H+H*,before_final_eof,n/a,42,2026-07-23T07:33:24.351361
333,DVKZAQ3CUXGDY2H4OVKPJHXM4IDHXP4M.pdf,object_action_injection_AtomicRedTeam_0333.pdf,object_action_injection,AtomicRedTeam,AMTSO,AMTSO_POTENTIALLY_UNWANTED_TEST_FILE_NOT_DANGEROUS,before_final_eof,n/a,42,2026-07-23T07:35:49.425426
334,DWLTLUWBPW5FY622QVPGQP22U45D65HE.pdf,xfa_acroform_injection_WICAR_0334.pdf,xfa_acroform_injection,WICAR,AMTSO,amts0-P0T3NT14LLY_UNW4NT3D-T3ST-FL347_N07_ DAN93R0US,before_final_eof,n/a,42,2026-07-23T07:35:49.522026
335,DXPFLLZRFX6PVX7MBUEEPEVO6AJTVUDR.pdf,object_action_injection_AMTSO_0335.pdf,object_action_injection,AMTSO,AMTSO,AMTSO-p0t3nt14llY_unw4nt3d_t3st_f1le_n0t_d4ng3r0us,before_final_eof,n/a,42,2026-07-23T07:35:49.523315
336,DY5LZQ4GNWFFHGFEMU7C565YTWYVC5SB.pdf,javascript_injection_WICAR_0336.pdf,javascript_injection,WICAR,EICAR,X5OP@P%AP[4\pZX54(P^)7Cc)7}$eIcAr-StAndArD-AntiViRUs-tEsT-fIlE!$h+h*,before_final_eof,split_concat,42,2026-07-23T07:38:42.670732
337,DY75VBIKWAL76NRMMVFOYFQ52DB77TEI.pdf,javascript_injection_AMTSO_0337.pdf,javascript_injection,AMTSO,EICAR,x5o!p%@ap[4\pzx54(p^)7cc)7}$eciAr-StAndArD-AntiViRUs-tEsT-fIlE!$H+H*,after_first_endobj,js_unescape,42,2026-07-23T07:38:42.699714
338,E2XYIWPO7VKZRRA4USIRPBU3HCDVEKRV.pdf,ssrf_Metasploit_0338.pdf,ssrf,Metasploit,EICAR,X5O!P%@AP[4\PZX54(P^)7CC)7}$EicAr-StAndArD-AntiViRUs-tEsT-fIlE!$h+h*,before_trailer,n/a,42,2026-07-23T07:38:42.700692
339,E3XL5U27WEMN6KDITFQEPNYN3FFPZRHE.pdf,dde_template_injection_AMTSO_0339.pdf,dde_template_injection,AMTSO,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-23T07:40:12.189578
340,E45NEAYVIVYEEBRMTFW3XMU5ZQQQTCWV.pdf,javascript_injection_WICAR_0340.pdf,javascript_injection,WICAR,RANSIM,KnowBe4_RANSIM_KENNETT-ENCRYPTION_SIMULATION-TEST-NOT_REAL,after_first_endobj,js_plain,42,2026-07-23T07:40:12.193709
341,E56DXI3S5SVXXFZEC2OCGDDC4VYSWROH.pdf,steganographic_payload_Glasswall_0341.pdf,steganographic_payload,Glasswall,RANSIM,Research_Protocol_RANSIM_KnowBe4_EnCrypTion_SimUlAtIoN_tEsT_nOt_rEaL_Study,after_first_endobj,n/a,42,2026-07-23T07:40:12.282558
342,E7O4MCIJGJKJSZ2G3ID2HPJMHKKQESON.pdf,xfa_acroform_injection_WICAR_0342.pdf,xfa_acroform_injection,WICAR,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-23T07:41:38.673910
343,EALKFLTU3UCBB6QBUNJKABNLGIJTRP7B.pdf,cross_site_scripting_OWASP_0343.pdf,cross_site_scripting,OWASP,RANSIM,KnowBe4_RANSIM_Encryption_Simulation_Not_Real_Test,after_first_endobj,n/a,42,2026-07-23T07:41:38.675925
344,EB3A6TOVFRNEROHIMEIZF55MYVF3CAP5.pdf,ransomware_simulation_AtomicRedTeam_0344.pdf,ransomware_simulation,AtomicRedTeam,RANSIM,RANSIM_KnowBe4_EnCrypTion_SiMulaTion_tEsT_nOt_rEaL,before_final_eof,js_plain,42,2026-07-23T07:41:38.681045
345,EB46IVVKTIHXKYY42XWKUM64HY2USGTZ.pdf,dde_template_injection_AtomicRedTeam_0345.pdf,dde_template_injection,AtomicRedTeam,RANSIM,RANSIM_KnowBe4_Encryption_Simulation_Test_Not_Real,before_final_eof,n/a,42,2026-07-23T07:42:41.761196
346,EB5EKLJTJ5IL53O7YP2A2VW7APCINGBK.pdf,shellcode_embedded_exe_AtomicRedTeam_0346.pdf,shellcode_embedded_exe,AtomicRedTeam,RANSIM,KnowBe4_RANSIM_Knowledge_Education_Security_Test_Non_Real,before_trailer,n/a,42,2026-07-23T07:42:41.798459
347,ECD5ZBDO5DNK52KCE74RPTT5UDFMOIW4.pdf,xfa_acroform_injection_WICAR_0347.pdf,xfa_acroform_injection,WICAR,RANSIM,Encryption_Simulation_RANSIM_Not_Real_Test_Knowbe4,before_final_eof,n/a,42,2026-07-23T07:42:42.091520
348,EE7766LOROEVENPPH5YSSIV3Q63HP5TN.pdf,ransomware_simulation_RanSim_0348.pdf,ransomware_simulation,RanSim,EICAR,X5O!p%@aP[4\PzX54(p^)7Cc)7}$eIcAr-StAndArD-AntiViRus-tEsT-fIlE!$h+h*,before_final_eof,js_unescape,42,2026-07-23T07:45:23.488434
349,EHKVBSEBX33HSCZP2YGBOAAGM4WPMRL2.pdf,dde_template_injection_AtomicRedTeam_0349.pdf,dde_template_injection,AtomicRedTeam,EICAR,x5o!p%@ap[4\pzx54(p^)7cc)7}$eicar-standard-antivirus-test-file!$h+h,before_final_eof,n/a,42,2026-07-23T07:45:23.491023
350,EI4NKIFHUUATUUEER4SDXP6EZNJK7GQH.pdf,ransomware_simulation_AtomicRedTeam_0350.pdf,ransomware_simulation,AtomicRedTeam,EICAR,X5O!P%@AP[4\PZx54(p^)7CC)7}$EiCaR-Standard-AntiVirUs-Test-File!$H++H*,before_final_eof,js_hex_escapes,42,2026-07-23T07:45:23.491502
351,EIR7WZL6LLXE7N7TX5ZY4QKXPPZEISPQ.pdf,shellcode_embedded_exe_AtomicRedTeam_0351.pdf,shellcode_embedded_exe,AtomicRedTeam,WICAR,WICARBrowserTestPayloadCalcEXESafe,after_first_endobj,n/a,42,2026-07-23T07:47:37.092172
352,EJG5HX3GR5KU4XBCF3L6VM6ZQGPEMYP6.pdf,object_action_injection_AMTSO_0352.pdf,object_action_injection,AMTSO,WICAR,wicar-BROWSER-TEST-PAYLOAD-CALC-EXE-Safe,after_first_endobj,n/a,42,2026-07-23T07:47:37.096820
353,EKWVDOMQ3BRDHPPTHV47A37AY2NUS7XK.pdf,shellcode_embedded_exe_AtomicRedTeam_0353.pdf,shellcode_embedded_exe,AtomicRedTeam,WICAR,Safe-WICAR-BROWSER-TEST-PAYLOAD-CALC-EXE,before_final_eof,n/a,42,2026-07-23T07:47:37.100278
354,EKYCT6JDYSVHCFQPJSCTM7VEB5GEUPWR.pdf,javascript_injection_WICAR_0354.pdf,javascript_injection,WICAR,EICAR,X5OP%AP[4PZX54(P^)7CC)7}$EiCar-StAndArD-AntiViRuS-tEsT-fIlE!$h+h*,after_first_endobj,js_hex_escapes,42,2026-07-23T07:51:04.406258
355,ELS4P7L7AQO4WFSJVMCLQZ4HLOQIHFZU.pdf,cross_site_scripting_WICAR_0355.pdf,cross_site_scripting,WICAR,EICAR,x5o!p%@ap[4\pzx54(p^)7cc)7}$eicar-standard-antivirus-test-file!$h+h,before_trailer,n/a,42,2026-07-23T07:51:04.410826
356,EMMM5FRYBCPVBLVU4RY6OFEKZFWM2KIJ.pdf,polyglot_file_mindcrypt_0356.pdf,polyglot_file,mindcrypt,EICAR,X5O!P%@AP[4\PZX54(P^)7CC)7}$eicar_standard_antivirus_test_file!$H+H*,after_first_endobj,n/a,42,2026-07-23T07:51:04.412880
